STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/16/2017,0,0,0,41,31
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/17/2017,0,0,0,44,27
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/18/2017,0.58,0,0,45,38
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/19/2017,0,0,0,47,40
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/20/2017,0,0,0,48,42
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/21/2017,0,0,0,43,37
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/22/2017,0,0,0,47,43
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/23/2017,0.02,0,0,50,45
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/24/2017,0.88,0,0,46,37
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/25/2017,0,0,0,45,36
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/26/2017,0,0,0,55,40
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/27/2017,0,0,0,55,43
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/28/2017,0,0,0,44,35
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/29/2017,0,0,0,40,34
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/30/2017,0,0,0,40,34
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",1/31/2017,0.1,0,0,39,30
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/1/2017,0,0,0,40,27
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/2/2017,0,0,0,49,37
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/3/2017,0,0,0,47,34
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/4/2017,0,0,0,47,34
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/5/2017,0,0,0,36,22
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/6/2017,0,0,0,43,30
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/7/2017,0,0,0,55,39
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/8/2017,0,0,0,50,42
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/9/2017,0.6,1.5,2,66,42
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/10/2017,0,0.1,2,49,23
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/11/2017,0,0,1,33,22
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/12/2017,0.23,0,0,46,33
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/13/2017,0,0,0,41,33
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/14/2017,0,0,0,45,30
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/15/2017,0,0,0,45,30
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/16/2017,0,0,0,52,36
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/17/2017,0,0,0,39,31
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/18/2017,0,0,0,47,28
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/19/2017,0,0,0,68,33
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/20/2017,0,0,0,71,55
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/21/2017,0,0,0,59,45
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/22/2017,0,0,0,54,37
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/23/2017,0,0,0,60,42
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/24/2017,0,0,0,73,49
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/25/2017,0,0,0,75,56
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/26/2017,0.54,0,0,74,36
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/27/2017,0,0,0,48,36
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",2/28/2017,0,0,0,54,35
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/1/2017,0,0,0,54,35
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/2/2017,0,0,0,73,54
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/3/2017,0,0,0,63,38
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/4/2017,0,0,0,41,29
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/5/2017,0,0,0,36,22
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/6/2017,0,0,0,39,15
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/7/2017,0.02,0,0,52,29
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/8/2017,0,0,0,66,43
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/9/2017,0,0,0,64,49
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/10/2017,0.14,0,0,68,33
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/11/2017,0.14,0,0,51,29
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/12/2017,0,0,0,32,20
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/13/2017,0,0,0,34,23
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/14/2017,1.54,4,4,42,23
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/15/2017,0,0,4,33,23
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/16/2017,0,0,0,31,20
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/17/2017,0,0,0,39,25
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/18/2017,0,0,0,45,29
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/19/2017,0,0,0,41,36
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/20/2017,0,0,0,50,35
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/21/2017,0,0,0,54,34
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/22/2017,0,0,0,60,43
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/23/2017,0,0,0,53,28
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/24/2017,0,0,0,48,24
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/25/2017,0,0,0,57,34
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/26/2017,0.02,0,0,77,45
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/27/2017,0,0,0,45,40
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/28/2017,0.77,0,0,61,41
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/29/2017,0.3,0,0,53,48
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/30/2017,0,0,0,52,37
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",3/31/2017,0.45,0,0,52,42
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/1/2017,1.3,0,0,47,42
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/2/2017,0,0,0,52,38
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/3/2017,0,0,0,64,41
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/4/2017,0.4,0,0,70,49
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/5/2017,0,0,0,77,51
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/6/2017,0.09,0,0,70,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/7/2017,1.58,0,0,59,45
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/8/2017,0,0,0,51,41
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/9/2017,0,0,0,60,39
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/10/2017,0,0,0,71,42
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/11/2017,0,0,0,81,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/12/2017,0,0,0,85,59
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/13/2017,0,0,0,78,62
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/14/2017,0,0,0,67,49
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/15/2017,0,0,0,70,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/16/2017,0,0,0,68,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/17/2017,0.02,0,0,88,60
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/18/2017,0.03,0,0,73,61
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/19/2017,0,0,0,71,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/20/2017,0,0,0,71,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/21/2017,0.24,0,0,77,54
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/22/2017,0.15,0,0,62,51
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/23/2017,0.16,0,0,57,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/24/2017,0,0,0,67,46
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/25/2017,0.03,0,0,60,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/26/2017,0.73,0,0,57,52
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/27/2017,0,0,0,66,57
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/28/2017,0.03,0,0,82,65
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/29/2017,0.02,0,0,87,69
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",4/30/2017,0.05,0,0,89,65
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/1/2017,0,0,0,73,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/2/2017,0.05,0,0,84,58
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/3/2017,0,0,0,76,59
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/4/2017,0,0,0,67,51
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/5/2017,0.21,0,0,67,53
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/6/2017,1.2,0,0,70,58
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/7/2017,0,0,0,65,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/8/2017,0.05,0,0,56,43
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/9/2017,0,0,0,61,46
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/10/2017,0,0,0,65,52
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/11/2017,0,0,0,71,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/12/2017,0,0,0,61,50
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/13/2017,1.2,0,0,60,49
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/14/2017,0.9,0,0,57,47
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/15/2017,0,0,0,73,52
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/16/2017,0,0,0,73,57
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/17/2017,0,0,0,74,57
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/18/2017,0,0,0,93,63
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/19/2017,0,0,0,94,74
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/20/2017,0.12,0,0,94,61
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/21/2017,0,0,0,79,57
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/22/2017,0.06,0,0,74,53
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/23/2017,0.4,0,0,65,55
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/24/2017,0.17,0,0,67,60
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/25/2017,0.83,0,0,71,55
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/26/2017,1.85,0,0,66,54
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/27/2017,0,0,0,76,58
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/28/2017,0,0,0,75,59
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/29/2017,0.4,0,0,79,58
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/30/2017,0.06,0,0,62,57
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",5/31/2017,0.06,0,0,62,56
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/1/2017,0,0,0,82,60
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/2/2017,0,0,0,83,65
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/3/2017,0.02,0,0,81,61
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/4/2017,0,0,0,77,59
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/5/2017,0,0,0,81,59
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/6/2017,0.64,0,0,74,66
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/7/2017,0,0,0,67,56
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/8/2017,0,0,0,66,53
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/9/2017,0,0,0,71,55
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/10/2017,0,0,0,84,55
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/11/2017,0,0,0,89,67
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/12/2017,0,0,0,95,71
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/13/2017,0,0,0,96,76
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/14/2017,0.02,0,0,98,77
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/15/2017,0,0,0,84,71
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/16/2017,0,0,0,85,65
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/17/2017,0.02,0,0,81,65
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/18/2017,0,0,0,81,68
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/19/2017,0.13,0,0,90,75
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/20/2017,0.7,0,0,91,71
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/21/2017,0,0,0,88,72
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/22/2017,0.19,0,0,90,69
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/23/2017,0.01,0,0,90,69
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/24/2017,1.2,0,0,90,75
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/25/2017,0,0,0,88,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/26/2017,0,0,0,87,71
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/27/2017,0,0,0,84,66
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/28/2017,0,0,0,81,62
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/29/2017,0.23,0,0,82,61
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",6/30/2017,0,0,0,89,68
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/1/2017,0,0,0,94,74
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/2/2017,0.67,0,0,89,73
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/3/2017,0,0,0,92,73
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/4/2017,0,0,0,93,76
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/5/2017,0.47,0,0,92,72
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/6/2017,0,0,0,84,72
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/7/2017,0.27,0,0,74,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/8/2017,0.44,0,0,87,69
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/9/2017,0,0,0,88,71
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/10/2017,0,0,0,86,68
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/11/2017,0,0,0,89,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/12/2017,0,0,0,92,76
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/13/2017,0,0,0,92,79
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/14/2017,0.19,0,0,95,76
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/15/2017,0.23,0,0,79,72
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/16/2017,0,0,0,88,73
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/17/2017,0,0,0,89,69
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/18/2017,0,0,0,92,74
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/19/2017,0,0,0,94,74
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/20/2017,0,0,0,96,77
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/21/2017,0,0,0,96,80
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/22/2017,0,0,0,95,78
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/23/2017,0.77,0,0,96,75
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/24/2017,1.22,0,0,86,72
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/25/2017,0.64,0,0,90,69
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/26/2017,0,0,0,78,66
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/27/2017,0,0,0,79,67
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/28/2017,0,0,0,83,68
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/29/2017,0.41,0,0,86,67
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/30/2017,0,0,0,77,66
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",7/31/2017,0,0,0,85,62
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/1/2017,0,0,0,90,67
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/2/2017,0,0,0,93,72
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/3/2017,0.45,0,0,91,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/4/2017,0,0,0,90,69
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/5/2017,0.92,0,0,93,72
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/6/2017,0,0,0,79,68
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/7/2017,0.52,0,0,80,64
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/8/2017,0.53,0,0,73,67
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/9/2017,0,0,0,81,67
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/10/2017,0,0,0,87,65
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/11/2017,0,0,0,86,78
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/12/2017,0.13,0,0,86,72
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/13/2017,0,0,0,85,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/14/2017,0,0,0,86,69
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/15/2017,0.14,,,85,68
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/16/2017,0,0,0,78,71
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/17/2017,0,0,0,90,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/18/2017,0,0,0,91,71
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/19/2017,0.72,0,0,90,75
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/20/2017,0,0,0,90,75
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/21/2017,0,0,0,86,68
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/22/2017,0,0,0,89,71
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/23/2017,0.8,0,0,93,73
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/24/2017,0,0,0,84,71
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/25/2017,0,0,0,84,65
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/26/2017,0,0,0,80,65
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/27/2017,0,0,0,81,66
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/28/2017,0,0,0,78,61
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/29/2017,0.08,0,0,75,62
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/30/2017,0.73,0,0,67,62
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",8/31/2017,0,0,0,79,60
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/1/2017,0,0,0,87,66
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/2/2017,0,0,0,71,57
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/3/2017,0.5,0,0,66,57
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/4/2017,0,0,0,75,60
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/5/2017,0,0,0,83,62
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/6/2017,0.4,0,0,89,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/7/2017,0.03,0,0,71,61
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/8/2017,0,0,0,74,58
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/9/2017,0,0,0,74,58
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/10/2017,0,0,0,72,54
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/11/2017,0,0,0,75,54
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/12/2017,0,0,0,80,56
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/13/2017,0,0,0,83,60
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/14/2017,0.11,0,0,77,65
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/15/2017,0,0,0,84,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/16/2017,0,0,0,87,66
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/17/2017,0.16,0,0,89,68
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/18/2017,0,0,0,80,69
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/19/2017,0,0,0,80,68
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/20/2017,0.12,0,0,79,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/21/2017,0,0,0,87,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/22/2017,0.09,0,0,88,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/23/2017,0,0,0,84,69
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/24/2017,0,0,0,90,68
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/25/2017,0,,,92,70
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/26/2017,0,0,0,90,72
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/27/2017,0,0,0,84,67
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/28/2017,0,0,0,89,71
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/29/2017,0,0,0,79,62
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",9/30/2017,0,0,0,73,55
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",10/1/2017,0,,,69,49
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",10/2/2017,0,,,75,51
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",10/3/2017,0,,,75,52
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",10/4/2017,0,,,76,54
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",10/5/2017,0,,,82,62
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",10/6/2017,0,,,82,67
USC00366886,"PHILADELPHIA FRANKLIN INSTITUTE, PA US",10/7/2017,0,,,84,65
